Country,EdLevel,Experience,Language,Salary
France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",30.0,C#;COBOL;Dart;HTML/CSS;JavaScript;PHP;Python;TypeScript,75410.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7.0,C#;Dart;HTML/CSS;Java;JavaScript;Kotlin;TypeScript,13949.0
United States of America,Some college/university study without earning a degree,6.0,Bash/Shell (all shells);HTML/CSS;JavaScript;PowerShell;Python;TypeScript,125000.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11.0,Bash/Shell (all shells);C;C++;Python,111000.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",45.0,Bash/Shell (all shells);Java;Python;R;SQL,160000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",17.0,Bash/Shell (all shells);Go;HTML/CSS;Perl;PowerShell;Python;SQL,105000.0
Bangladesh,Some college/university study without earning a degree,5.0,HTML/CSS;JavaScript;PHP;SQL;TypeScript,90000.0
Netherlands,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20.0,Groovy;HTML/CSS;Java;JavaScript;Kotlin;PowerShell;SQL;TypeScript,88171.0
Germany,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",8.0,Go;HTML/CSS;Java;JavaScript;Kotlin;SQL;TypeScript,61488.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",31.0,Go;JavaScript;TypeScript,240000.0
Georgia,Some college/university study without earning a degree,6.0,Assembly;C;C++;Elixir;Erlang;Python;Rust,32100.0
France,"Associate degree (A.A., A.S., etc.)",22.0,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;Python;SQL,40867.0
Germany,Some college/university study without earning a degree,35.0,Bash/Shell (all shells);C++;HTML/CSS;Java;JavaScript;PHP;SQL,94552.0
South Africa,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5.0,Bash/Shell (all shells);C#;HTML/CSS;Java;JavaScript;Kotlin;PowerShell;Python;SQL;TypeScript,13531.0
Sweden,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",20.0,Bash/Shell (all shells);HTML/CSS;Python;Rust;TypeScript,47170.0
United States of America,"Associate degree (A.A., A.S., etc.)",6.0,Bash/Shell (all shells);HTML/CSS;Java;Python;SQL;TypeScript,118000.0
United States of America,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",30.0,HTML/CSS;JavaScript;Python;SQL,50000.0
Austria,Some college/university study without earning a degree,22.0,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;Python;SQL,111374.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20.0,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL;TypeScript,167000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",22.0,C#;SQL,330000.0
Germany,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",16.0,C++;Java;MATLAB;Rust;VBA,55687.0
Netherlands,Primary/elementary school,28.0,Bash/Shell (all shells);C;C++;Go;Java;JavaScript;Kotlin;PHP;Python;SQL;TypeScript,150819.0
United Kingdom of Great Britain and Northern Ireland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",16.0,Bash/Shell (all shells);Go;HTML/CSS;PHP,129334.0
Brazil,"Associate degree (A.A., A.S., etc.)",13.0,HTML/CSS;JavaScript;Ruby;SQL,74271.0
France,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10.0,C;C++;F#;OCaml;Python;SQL,116015.0
Pakistan,Some college/university study without earning a degree,6.0,HTML/CSS;JavaScript;PHP;SQL;TypeScript,1053.0
Belgium,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",14.0,Assembly;Bash/Shell (all shells);C;C++;F#;HTML/CSS;Java;JavaScript;MATLAB;Prolog;Python,23203.0
France,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",15.0,Bash/Shell (all shells);C;C++;HTML/CSS;Java;JavaScript;Lua;PowerShell;Python;SQL;TypeScript;VBA;Visual Basic (.Net),83531.0
South Africa,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13.0,Bash/Shell (all shells);C;Go;JavaScript;Lua;Python;Rust;SQL;TypeScript,84568.0
United Kingdom of Great Britain and Northern Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9.0,Bash/Shell (all shells);JavaScript;Python;SQL;TypeScript,122527.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",22.0,Bash/Shell (all shells);Perl;SQL,137245.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11.0,Bash/Shell (all shells);C;C++;HTML/CSS;JavaScript;MATLAB;Python;SQL,65000.0
Pakistan,Some college/university study without earning a degree,8.0,C++;HTML/CSS;JavaScript;Kotlin;TypeScript,4214.0
Spain,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",19.0,C#;Go;HTML/CSS;Java;JavaScript;Kotlin;SQL;TypeScript,63808.0
Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10.0,Assembly;Bash/Shell (all shells);C;C++;HTML/CSS;Java;MATLAB;Python;Scala,23203.0
France,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6.0,Go;HTML/CSS;JavaScript;TypeScript,51046.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",16.0,Bash/Shell (all shells);Dart;Go;Kotlin;Swift,210000.0
Poland,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",10.0,Bash/Shell (all shells);C#;C++;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,19649.0
Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",29.0,Assembly;Bash/Shell (all shells);C;C#;C++;Go;JavaScript;Lua;PowerShell;Python;Rust;Zig,110214.0
Germany,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12.0,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;TypeScript,54382.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",26.0,Bash/Shell (all shells);C++;Dart;Java;MATLAB;Rust;Scala,155000.0
United Kingdom of Great Britain and Northern Ireland,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",14.0,Bash/Shell (all shells);C#;C++;Go;HTML/CSS;JavaScript;Lua;Rust;SQL;TypeScript,43565.0
Turkey,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2.0,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;PHP;PowerShell;Python,58070.0
Sweden,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",26.0,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;PHP;SQL;TypeScript,75472.0
Ireland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",43.0,Bash/Shell (all shells);Groovy;Python;Ruby;Rust;SQL,156620.0
Brazil,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",8.0,Dart;Elixir;Erlang;HTML/CSS;JavaScript;Ruby;SQL;TypeScript,21844.0
Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12.0,Bash/Shell (all shells);Dart;JavaScript,36407.0
Australia,Some college/university study without earning a degree,5.0,Assembly;Bash/Shell (all shells);C;Go;HTML/CSS;JavaScript;PHP;Python;SQL,71510.0
Russian Federation,Some college/university study without earning a degree,33.0,Ada;Assembly;Bash/Shell (all shells);C;C++;COBOL;Delphi;Fortran;Go;HTML/CSS;Java;JavaScript;Kotlin;Lisp;Lua;Perl;PHP;Prolog;Python;Ruby;Rust;SQL;TypeScript,25519.0
Sweden,Some college/university study without earning a degree,15.0,Bash/Shell (all shells);Go;HTML/CSS;Ruby,75472.0
Portugal,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10.0,Bash/Shell (all shells);Go;Lua;Python,116015.0
Republic of Korea,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20.0,C#;Groovy;Java;Kotlin;PowerShell;Python;SQL;TypeScript,220478.0
Turkey,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25.0,Bash/Shell (all shells);C#;Delphi;GDScript;HTML/CSS;JavaScript;PHP;Python;SQL,30000.0
Jamaica,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20.0,Go;HTML/CSS;Rust;SQL;TypeScript,131413.0
Saudi Arabia,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",5.0,Ada;Assembly;Bash/Shell (all shells);C;C#;C++;COBOL;Dart;Delphi;Elixir;Erlang;F#;Fortran;GDScript;Go;Groovy;HTML/CSS;Java;JavaScript;Kotlin;Lisp;Lua;MATLAB;MicroPython;OCaml;Perl;PHP;PowerShell;Prolog;Python;R;Ruby;Rust;Scala;SQL;Swift;TypeScript;VBA;Visual Basic (.Net);Zig;Mojo;Gleam,666.0
Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6.0,Bash/Shell (all shells);C;PowerShell;Python;SQL,61759.0
Colombia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7.0,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL,39874.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",41.0,SQL;VBA,92000.0
Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7.0,Bash/Shell (all shells);C#;Dart;F#;HTML/CSS;JavaScript;Rust;TypeScript,72958.0
United States of America,Some college/university study without earning a degree,22.0,Bash/Shell (all shells);C;Go;HTML/CSS;SQL,30000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4.0,Bash/Shell (all shells);C;C++;HTML/CSS;JavaScript;OCaml;SQL;TypeScript,87000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8.0,HTML/CSS;JavaScript;SQL;TypeScript,90000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25.0,Bash/Shell (all shells);C;C++;Lisp;Python,180000.0
New Zealand,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10.0,Bash/Shell (all shells);Groovy;HTML/CSS;Java;JavaScript;Python;SQL,71078.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15.0,Assembly;Bash/Shell (all shells);C;C++;HTML/CSS;Java;JavaScript;MATLAB;OCaml;PowerShell;Python;Ruby;SQL,20000.0
United States of America,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",15.0,C#;Go;HTML/CSS;JavaScript;Python;SQL;TypeScript,170000.0
Pakistan,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6.0,C;C++;Dart;Go;JavaScript;Kotlin;Python;SQL;TypeScript,3000.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25.0,C#;HTML/CSS;JavaScript;Python;SQL;TypeScript,200000.0
Jordan,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6.0,Bash/Shell (all shells);C#;Java;Python;TypeScript,33851.0
United States of America,Some college/university study without earning a degree,1.0,Bash/Shell (all shells);C++;HTML/CSS;Python,20000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",14.0,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL,180000.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20.0,Assembly;C#;MATLAB;PowerShell;Python;Ruby;SQL;VBA;Visual Basic (.Net),120000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15.0,Dart;Go;HTML/CSS;Kotlin;PHP;Python;SQL;Swift;TypeScript,220000.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",21.0,Bash/Shell (all shells);C;C#;Go;Groovy;HTML/CSS;Java;JavaScript;Kotlin;Python;Scala;SQL;TypeScript,238000.0
New Zealand,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",32.0,TypeScript,138541.0
India,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",24.0,JavaScript;TypeScript,58120.0
France,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20.0,C#;C++;Java;Lua;Rust;SQL,37125.0
Canada,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12.0,Bash/Shell (all shells);Go;JavaScript;Python,149565.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",14.0,Bash/Shell (all shells);HTML/CSS;JavaScript;TypeScript,164000.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",24.0,Python;SQL;TypeScript,360000.0
Australia,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",30.0,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript;Visual Basic (.Net),71510.0
China,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12.0,Bash/Shell (all shells);C#;C++;F#,55714.0
Canada,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",22.0,C;C#;C++;HTML/CSS;JavaScript;Python,91198.0
Viet Nam,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13.0,HTML/CSS;JavaScript;PHP;Python;SQL,8254.0
Canada,Some college/university study without earning a degree,14.0,HTML/CSS;Ruby;SQL;TypeScript,86631.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",30.0,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;TypeScript,190000.0
Australia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",30.0,Bash/Shell (all shells);C#;HTML/CSS;Java;JavaScript;SQL,97514.0
Ecuador,Some college/university study without earning a degree,15.0,HTML/CSS;JavaScript,80000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7.0,C#;Dart;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript;Visual Basic (.Net),148000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",14.0,Bash/Shell (all shells);HTML/CSS;JavaScript;PowerShell;Python;Swift,275000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12.0,Bash/Shell (all shells);Java;JavaScript;Python;Rust;SQL;TypeScript,185000.0
China,Primary/elementary school,12.0,Bash/Shell (all shells);Go;JavaScript;Lua;Python;Ruby;Rust;Scala;SQL;Zig,83571.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18.0,Elixir,195000.0
New Zealand,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6.0,Bash/Shell (all shells);C;Dart;MATLAB;PowerShell;Python,34936.0
China,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",26.0,HTML/CSS;JavaScript;Python;Ruby,55714.0
Viet Nam,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7.0,Assembly;Bash/Shell (all shells);C;HTML/CSS;Java;JavaScript;MATLAB;PowerShell;Python;SQL;VBA,1720.0
Thailand,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15.0,HTML/CSS;JavaScript;TypeScript,34510.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15.0,Bash/Shell (all shells);HTML/CSS;JavaScript;PowerShell;Python;R;SQL;VBA,120000.0
Myanmar,Some college/university study without earning a degree,7.0,Java;JavaScript,5716.0
Viet Nam,"Associate degree (A.A., A.S., etc.)",5.0,C#;HTML/CSS;JavaScript;Python;SQL;TypeScript,267.0
Japan,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7.0,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,46635.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",27.0,Bash/Shell (all shells);C;C#;Go;HTML/CSS;JavaScript;Python;Ruby;SQL,250000.0
United States of America,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",1.0,Bash/Shell (all shells),22000.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4.0,Bash/Shell (all shells);Elixir;Go;HTML/CSS;JavaScript;Python;TypeScript,6335.0
Nepal,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1.0,C#;JavaScript;TypeScript,160.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15.0,C#;HTML/CSS;JavaScript,145000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",30.0,Bash/Shell (all shells);C#;C++;Go;Groovy;HTML/CSS;Java;JavaScript;PowerShell;SQL,159000.0
United States of America,Some college/university study without earning a degree,5.0,HTML/CSS;JavaScript;Python;TypeScript,48000.0
United States of America,Some college/university study without earning a degree,31.0,Bash/Shell (all shells);Go;Groovy;HTML/CSS;Java;JavaScript;Ruby;TypeScript,180000.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7.0,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Python;TypeScript,290000.0
Canada,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",27.0,Bash/Shell (all shells);C;C++;Fortran;Python,97035.0
Japan,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",35.0,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;Python;TypeScript,55271.0
Australia,Some college/university study without earning a degree,7.0,Bash/Shell (all shells);C#;Dart;HTML/CSS;Java;JavaScript;Kotlin;PHP;Python;SQL;TypeScript,71510.0
New Zealand,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10.0,C#;HTML/CSS;JavaScript;Python;SQL;VBA;Visual Basic (.Net),54212.0
United Kingdom of Great Britain and Northern Ireland,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",22.0,Bash/Shell (all shells);C;C#;C++;HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,74878.0
Ukraine,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12.0,Bash/Shell (all shells);HTML/CSS;JavaScript;Ruby;SQL;TypeScript,44000.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20.0,Java;SQL,58120.0
Finland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",42.0,Bash/Shell (all shells);Lisp;Python,79911.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9.0,Bash/Shell (all shells);Groovy;HTML/CSS;JavaScript;Kotlin;Lua;Python;Ruby;Rust;SQL;TypeScript,272500.0
China,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15.0,C#;C++;Java;JavaScript;PowerShell;Python;Rust;SQL;TypeScript,25071.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",17.0,Bash/Shell (all shells);C;C#;C++;Go;HTML/CSS;Java;JavaScript;PHP;Python;SQL,27898.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20.0,Bash/Shell (all shells);Go;HTML/CSS;Python;Rust;SQL;Swift;TypeScript,535000.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4.0,HTML/CSS;Java;JavaScript;SQL;TypeScript,9531653.0
Colombia,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12.0,JavaScript;TypeScript,61171.0
United States of America,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",22.0,Java,160000.0
Finland,"Associate degree (A.A., A.S., etc.)",3.0,C#;C++;HTML/CSS;JavaScript;Kotlin;MATLAB;PHP;Python;Rust;SQL,17402.0
Netherlands,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",35.0,Bash/Shell (all shells);C;C++;Fortran;MATLAB;Python,116015.0
Thailand,Some college/university study without earning a degree,5.0,HTML/CSS;JavaScript;Python;Swift;TypeScript,64000.0
China,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20.0,HTML/CSS;JavaScript;TypeScript,84512.0
Ukraine,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",21.0,C#;Python,3283.0
Taiwan,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",23.0,Bash/Shell (all shells);C#;JavaScript;PowerShell;SQL,40663.0
Sweden,Some college/university study without earning a degree,40.0,Bash/Shell (all shells);C#;PowerShell;SQL,146750.0
Germany,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",13.0,C#;GDScript;Go;HTML/CSS;JavaScript;Lua;TypeScript,58007.0
Sri Lanka,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4.0,Java;Python;TypeScript,139881.0
Egypt,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",5.0,Ada;Assembly;Bash/Shell (all shells);C;C#;C++;COBOL;Dart;Delphi;Elixir;Erlang;F#;Fortran;GDScript;Go;Groovy;HTML/CSS;Java;JavaScript;Kotlin;Lisp;Lua;MATLAB;MicroPython;Python;R;Ruby;Rust;SQL;Swift;TypeScript,2397.0
Switzerland,Some college/university study without earning a degree,20.0,Bash/Shell (all shells);Go;Groovy;HTML/CSS;Java;JavaScript;Lisp;Rust;SQL;TypeScript,154991.0
Japan,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20.0,C#;HTML/CSS;JavaScript;TypeScript,38690.0
Sweden,Some college/university study without earning a degree,30.0,Bash/Shell (all shells);C;C#;Go;HTML/CSS;JavaScript;Lisp;Lua;Perl;PHP;PowerShell;Python;SQL,71803.0
Sweden,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18.0,HTML/CSS;SQL;TypeScript,36478.0
Taiwan,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18.0,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,33886.0
Austria,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",10.0,JavaScript;PowerShell;Python,104413.0
United States of America,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",41.0,Bash/Shell (all shells);COBOL;HTML/CSS;JavaScript;Perl;PHP;Python;SQL,140000.0
Australia,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",21.0,Bash/Shell (all shells);JavaScript;Python;Rust;SQL;TypeScript;Zig,81262.0
Finland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20.0,Bash/Shell (all shells);R;SQL;VBA,87011.0
United Kingdom of Great Britain and Northern Ireland,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15.0,C;C#;C++;Dart;Elixir;HTML/CSS;JavaScript;Kotlin;PHP;PowerShell;Python;Ruby;SQL;Swift;TypeScript,102106.0
Belgium,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",40.0,C#;Dart;SQL,208826.0
Poland,Some college/university study without earning a degree,27.0,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL;TypeScript,163740.0
Poland,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",33.0,Assembly;Bash/Shell (all shells);C++;HTML/CSS;JavaScript;Python;TypeScript,43664.0
Czech Republic,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",30.0,Assembly;Bash/Shell (all shells);C;C#;C++;HTML/CSS;Java;JavaScript;Kotlin;PHP;PowerShell;Python;SQL;VBA;Visual Basic (.Net),46406.0
Italy,Some college/university study without earning a degree,35.0,Java,46406.0
"Iran, Islamic Republic of...","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",16.0,Bash/Shell (all shells);Java;Python;SQL,2000.0
Turkey,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5.0,Ada;C++;HTML/CSS;Java;JavaScript;PHP;SQL,500.0
India,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4.0,Bash/Shell (all shells);C;C++;Dart;Java;JavaScript,2325.0
